incident_id,date,protocol,chain,loss_usd,loss_prevented_usd,is_technical,is_lif_relevant,is_intervention,vector_category,ecosystem,scope,authority,time_to_detect_min,time_to_contain_min,containment_success_pct,success_tier,description,notes,intervention_notes,source_type,intervention_source,source_raw,confidence_level,source_file,is_high_fidelity
SOCKETGATEWA-2024-01-12,2024-01-12,SocketGateway,Ethereum,3300000.0,0.0,True,True,True,Incorrect Validation,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Socket Gateway validation bug - $3.3M stolen through incorrect validation, bridge gateway protocol vulnerability",,Socket Gateway protocol exploited through validation vulnerability. $3.3M stolen through bridge attack. No recovery.,,https://medium.com/socketdottech/gateway-incident-update,,medium,defihacklabs_incidents.json,
RADIANTCAPIT-2024-01-03,2024-01-03,Radiant Capital,Arbitrum,4500000.0,10000000.0,True,True,True,Logic Bug / Code Error,EVM,Protocol,Governance,30.0,720.0,5.0,Partial (1-99%),"Radiant Capital private key compromise - $58M stolen through hot wallet breach, BSC +1 borrowing protocol security failure",,Radiant Capital Arbitrum lending pool exploited through smart contract vulnerability. $4.5M stolen through logic bug. Partial recovery through protocol pause.,,https://rekt.news/radiant-rekt/.capital/blog/security-incident,,high,rekt_news_extra.txt,
AURORY-2023-12-17,2023-12-17,Aurory,Solana,830000.0,0.0,True,True,True,Logic Bug / Attack,Non-EVM,Network,Signer Set,60.0,120.0,0.0,Reactive (0%),Aurory SyncSpace exploit (~$830k). Team detected unusual activity and disabled bridge to contain breach.,Race condition in buy endpoint.,Aurory SyncSpace exploit (~$830k). Team detected unusual activity and disabled bridge to contain breach.,official_postmortem,https://www.binance.com/en/news/flash/8038741,official_postmortem,medium,binance.com,True
HERENCIAARTI-2023-12-07,2023-12-07,Herencia Artife...,Polygon,29586973.0,0.0,True,True,True,Minting Exploit,EVM,Protocol,Governance,1440.0,2880.0,0.0,Reactive (0%),"Herencia Artife NFT exploit - $29.6M stolen through smart contract vulnerability, NFT project affected by minting bug",,Herencia Artife NFT project exploited through smart contract vulnerability. $29.6M stolen through minting bug. Limited recovery.,,,,medium,rekt_database_raw.txt,
BZXPROTOCOL-2023-12-02,2023-12-02,bZxProtocol,Ethereum,208000.0,0.0,True,True,True,Inflation Attack,EVM,Account,Delegated Body,240.0,720.0,0.0,Reactive (0%),"bZx phishing attack - $55M stolen through private key compromise, DeFi lending protocol exploited through social engineering",,bZx DeFi lending protocol compromised through phishing attack. $55M stolen through private key breach. Limited recovery through investigation.,,,,high,defihacklabs_incidents.json,
KYBERSWAP-2023-11-22,2023-11-22,KyberSwap,Arbitrum,48000000.0,0.0,True,True,True,Tick Manipulation / Double Liquidity Counting,EVM,Protocol,Governance,30.0,720.0,0.0,Reactive (0%),"KyberSwap flash loan attack - $45.3M stolen through economic exploit, DeFi exchange protocol exploited via flash loan manipulation",,KyberSwap DeFi exchange exploited through flash loan attack. $45.3M stolen through economic vulnerability. Limited recovery.,,,,high,rekt_news_extra.txt,
DYDX-2023-11-07,2023-11-07,dYdX,dYdX Chain,9000000.0,0.0,True,True,True,Market Manipulation,EVM,Module,Delegated Body,2880.0,2880.0,0.0,Reactive (0%),dYdX v3 insurance fund loss following coordinated manipulation of SUSHI and YFI markets.,,dYdX v3 insurance fund used to cover $9M bad debt after YFI price manipulation. Parameters adjusted post-incident.,,https://dydx.exchange/blog/sushi-yfi-incident,,high,manual_addition,
ONYXPROTOCOL-2023-11-01,2023-11-01,Onyx Protocol,Ethereum,2149772.0,0.0,True,True,True,Flash Loan / Economic Exploit,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Onyx Protocol precision loss - $7.6M stolen through empty market attack, DeFi protocol exploited via Compound v2 fork vulnerability",,Onyx Protocol DeFi protocol exploited through precision loss vulnerability. $7.6M stolen through empty market attack. No recovery.,,https://rekt.news/onyx-protocol-rekt/,,high,rekt_database_raw.txt,
LASTPASSUSER-2023-10-25,2023-10-25,LastPass Users,CeFi,37000000.0,0.0,True,False,True,Seed Phrase Theft / Password Manager Breach,CeFi,Account,Delegated Body,2880.0,7200.0,0.0,Reactive (0%),"LastPass users crypto theft - $37M stolen through password manager breach, crypto users affected by credential theft",,LastPass password manager breach led to $37M crypto theft through seed phrase compromise. Multiple users affected. Limited recovery.,,https://rekt.news/lastpass-users-rekt/,,high,rekt_news_extra.txt,
COINEX-2023-09-12,2023-09-12,CoinEx,CeFi,54300000.0,0.0,True,False,True,Access Control / Key Compromise,CeFi,Account,Delegated Body,180.0,720.0,0.0,Reactive (0%),"CoinEx private key compromise - $54.3M stolen through hot wallet breach, centralized exchange security failure",,CoinEx centralized exchange compromised through private key breach. $54.3M stolen through hot wallet security failure. Limited recovery.,,https://rekt.news/coinex-rekt/,,medium,rekt_news_extra.txt,
STAKE-2023-09-04,2023-09-04,Stake,CeFi,41000000.0,0.0,True,False,True,Access Control / Key Compromise,CeFi,Account,Delegated Body,120.0,720.0,0.0,Reactive (0%),"Stake hot wallet breach - $41M stolen through private key compromise, centralized exchange affected by security vulnerability",,Stake centralized exchange compromised through hot wallet breach. $41M stolen through private key compromise. Limited recovery.,,https://rekt.news/stake-rekt/,,medium,rekt_news_extra.txt,
EXACTLY-2023-08-18,2023-08-18,Exactly Protocol,Optimism,7612038.0,0.0,True,False,True,Logic Bug / Code Error,EVM,Protocol,Signer Set,60.0,114.0,10.0,Partial (1-99%),Exactly Protocol DebtManager exploit - .6M lost before protocol-wide pause. Signer set executed pause to prevent copycat attacks.,"Exactly Protocol pause managed to block most operations but copycats still exploited the withdraw function which was un-pausable. Still, the primary exploit vector was contained.",Exactly Protocol paused all markets (except withdrawals) via Signer Set multisig. Time to contain: 114 mins.,official_postmortem,https://medium.com/@exactly_protocol/exactly-protocol-incident-post-mortem-b4293d97e3ed,https://medium.com/@exactly_protocol/exactly-protocol-incident-post-mortem-b4293d97e3ed,high,incidentmortem.md,True
CURVE-2023-07-30,2023-07-30,Curve Finance,Ethereum,50900000.0,5400000.0,True,True,True,Logic Bug / Code Error,EVM,Module,Delegated Body,0.0,30.0,9.6,Partial (1-99%),"Curve Vyper compiler reentrancy - $69M stolen through compiler bug, DeFi protocol exploited via smart contract compilation vulnerability",,Curve DeFi protocol exploited through Vyper compiler reentrancy bug. $69M stolen through smart contract vulnerability. No recovery possible due to nature of exploit.,,https://hackmd.io/@LlamaRisk/BJzSKHNjn,,high,rekt_news_extra.txt,
ALPHAPO-2023-07-22,2023-07-22,AlphaPo,CeFi,60000000.0,0.0,True,False,True,Access Control / Key Compromise,CeFi,Account,Delegated Body,120.0,720.0,0.0,Reactive (0%),"AlphaPo private key compromise - $60M stolen through hot wallet breach, centralized exchange security failure affecting multiple assets",,AlphaPo centralized exchange compromised through private key breach. $60M stolen through hot wallet security failure. Limited recovery.,,https://rekt.news/alphapo-rekt/,,medium,rekt_news_extra.txt,
POLYNETWORK-2023-07-02,2023-07-02,Poly Network,Multi-chain,4400000.0,0.0,True,True,True,Multisig Compromise (3-of-4),Other/Multi,Network,Delegated Body,60.0,1440.0,0.0,Reactive (0%),"Poly Network bridge exploit - $27.3M stolen through cross-chain vulnerability, bridge protocol exploited via smart contract bug",,Poly Network cross-chain bridge exploited through smart contract vulnerability. $27.3M stolen through bridge exploit. Partial recovery.,,,,high,rekt_news_extra.txt,
EULERFINANCE-2023-03-13,2023-03-13,EulerFinance,Ethereum,197000000.0,197000000.0,True,True,True,Logic Bug / Solvency Check Bypass,EVM,Protocol,Delegated Body,60.0,2880.0,100.0,Full (100%),"Euler Finance flash loan attack - $200M stolen through DeFi lending protocol vulnerability, exploited through donation mechanism bug allowing unlimited borrowing",,Flash loan attack exploited donation mechanism. Hacker "Jacob" returned nearly all funds (~$197M) after negotiations with Euler allies and law enforcement bluffs. Full user reimbursement achieved through whitehat cooperation.,,https://rekt.news/euler-rekt,,high,defihacklabs_incidents.json,
RAYDIUM-2022-12-16,2022-12-16,Raydium,Solana,2200000.0,0.0,True,True,True,Oracle / Key Compromise,Non-EVM,Protocol,Signer Set,0.0,244.0,0.0,Reactive (0%),,Raydium admin key compromise (.2M). Attacker used withdraw_pnl. Team revoked authority in 244 mins.,,official_postmortem,https://www.certik.com/resources/blog/raydium-protocol-exploit-incident-analysis,official_postmortem,,,True
SOLENDUSDH-2022-11-02,2022-11-02,Solend,Solana,1260000.0,0.0,True,True,True,Oracle / Key Compromise,Non-EVM,Module,Signer Set,136.0,26.0,0.0,Reactive (0%),,Solend USDH oracle manipulation (.26M). Team set LTV to 0 in 26 mins from detection.,,official_postmortem,https://medium.com/@nitin132/the-history-of-solana-security-incidents-a-comprehensive-analysis-8f217c6971e6,official_postmortem,,,True
DERIBIT-2022-11-01,2022-11-01,Deribit,CeFi,28000000.0,0.0,True,False,True,Access Control / Key Compromise,CeFi,Account,Delegated Body,180.0,720.0,0.0,Reactive (0%),"Deribit hot wallet breach - $28M stolen through private key compromise, cryptocurrency derivatives exchange affected by security vulnerability",,Deribit derivatives exchange compromised through hot wallet breach. $28M stolen through private key compromise. Limited recovery through investigation.,,https://rekt.news/deribit-rekt/,,high,rekt_news_extra.txt,
TULIPCONTAGION-2022-10-11,2022-10-11,Tulip Protocol,Solana,2500000.0,0.0,True,True,True,Oracle / Key Compromise,Non-EVM,Module,Signer Set,60.0,60.0,0.0,Reactive (0%),,Tulip exposure to Mango exploit (.5M loss). Team suspended affected strategy module.,,official_postmortem,https://medium.com/@nitin132/the-history-of-solana-security-incidents-a-comprehensive-analysis-8f217c6971e6,official_postmortem,,,True
UXDCONTAGION-2022-10-11,2022-10-11,UXD Protocol,Solana,20000000.0,0.0,True,True,True,Oracle / Key Compromise,Non-EVM,Module,Signer Set,60.0,60.0,0.0,Reactive (0%),,UXD exposure to Mango exploit (M loss). Team suspended minting (Module skip) immediately.,,official_postmortem,https://www.helius.dev/blog/solana-hacks,official_postmortem,,,True
MANGOMARKETS-2022-10-11,2022-10-11,Mango Markets,Solana,116000000.0,0.0,True,True,True,Market Manipulation / Price Spiking,Non-EVM,Protocol,Governance,30.0,720.0,70.0,Partial (1-99%),"Mango Markets oracle manipulation - $115M stolen through price oracle manipulation, attacker used massive USDC deposit to manipulate oracle prices and drain platform",,Oracle manipulation attack. Community governance recovered ~70% of funds through negotiation with attacker.,,https://rekt.news/mango-markets-rekt/,,high,rekt_news_extra.txt,
BNBCHAIN-2022-10-06,2022-10-06,BNB Chain,BNB,570000000.0,470000000.0,True,True,True,Logic Bug / Code Error,EVM,Network,Signer Set,0.0,300.0,82.5,Partial (1-99%),"BNB Chain Bridge hack - IAVL proof vulnerability allowing $586M BNB exploitation, bridge suspended for security upgrade",,Attacker forged deposit proofs for a legacy block on the Beacon Chain to mint 2M BNB on BSC.,,https://www.bnbchain.org/en/blog/bnb-chain-a-decentralized-response,,high,rekt_news_extra.txt,
WINTERMUTE-2022-09-20,2022-09-20,Wintermute,Ethereum,160000000.0,0.0,True,True,True,Access Control / Key Compromise,EVM,Account,Delegated Body,240.0,720.0,20.0,Partial (1-99%),"Wintermute private key compromise - $160M stolen through vanity address attack, market maker hot wallet breach using Profanity wallet generator vulnerability",,Profanity wallet generator vulnerability exploited. Wintermute worked with exchanges to freeze some funds.,,https://www.theblock.co/post/166972/wintermute-crypto-hacker-vanity-address,,high,rekt_news_extra.txt,
NOMAD-2022-08-01,2022-08-01,Nomad,Multi-chain,190000000.0,36000000.0,True,True,True,Logic Bug / Code Error,Other/Multi,Protocol,Delegated Body,30.0,1440.0,18.9,Partial (1-99%),"Nomad cross-chain bridge hack - $190M stolen through smart contract initialization vulnerability, affected multiple blockchain networks including Ethereum, Moonbeam, and others",,"Critical initialization bug allowed unlimited withdrawals. Nomad offered 10% whitehat bounty (keep 90% if returned). ~$36M recovered voluntarily through bounty program. Majority of funds remained lost due to copycat attacks.",,https://rekt.news/nomad-rekt/,,high,rekt_news_extra.txt,
NIRVANA-2022-07-28,2022-07-28,Nirvana Finance,Solana,3500000.0,0.0,True,True,True,Oracle / Price Manipulation,Non-EVM,Protocol,Signer Set,0.0,0.0,0.0,,Flash loan price manipulation. Treasury drained.,,,,,,Solana,https://medium.com/@uzaylivakasi/history-of-solana-security-incidents-a-deep-dive-4a0de1030a19,
CREMAFINANCE-2022-07-02,2022-07-02,Crema Finance,Solana,1500000.0,7200000.0,True,True,True,Logic Bug / Code Error,Non-EVM,Protocol,Signer Set,60.0,1440.0,81.8,,Tick account manipulation. Recovered 81.8% via negotiation.,,,,,,Solana,https://medium.com/@uzaylivakasi/history-of-solana-security-incidents-a-deep-dive-4a0de1030a19,
HARMONYBRIDG-2022-06-23,2022-06-23,Harmony Bridge,Harmony,99600000.0,0.0,True,True,True,Access Control / Key Compromise,Other/Multi,Network,Signer Set,0.0,240.0,0.0,Reactive (0%),"Harmony Horizon Bridge hack - $100M stolen through phishing attack on multi-signature wallet, attackers gained internal server access and installed trojan on employee laptop",,"Horizon bridge compromised via phishing attack on 2-of-5 multi-signature wallet. $99.6M stolen, laundered through Tornado Cash/Railgun.",,https://www.elliptic.co/hubfs/Harmony%20Horizon%20Bridge%20Hack%20P1%20briefing%20note%20final.pdf,,high,rekt_news_extra.txt,
WINTERMUTE-2022-06-08,2022-06-08,Wintermute,Multi-chain,27600000.0,0.0,True,True,True,Logic Bug / Code Error,Other/Multi,Account,Delegated Body,240.0,720.0,20.0,Partial (1-99%),"Wintermute private key compromise - $160M stolen through vanity address attack, market maker hot wallet breach using Profanity wallet generator vulnerability",,Profanity wallet generator vulnerability exploited. Wintermute worked with exchanges to freeze some funds.,,https://www.theblock.co/post/166972/wintermute-crypto-hacker-vanity-address,,high,rekt_news_extra.txt,
OPTIMISMWINT-2022-06-08,2022-06-08,Optimism-Wintermute,Optimism,20000000.0,0.0,True,True,True,Bridge Attack,EVM,Account,Delegated Body,240.0,720.0,20.0,Partial (1-99%),"Wintermute private key compromise - $160M stolen through vanity address attack, market maker hot wallet breach using Profanity wallet generator vulnerability",,Profanity wallet generator vulnerability exploited. Wintermute worked with exchanges to freeze some funds.,,https://www.theblock.co/post/166972/wintermute-crypto-hacker-vanity-address,,high,defihacklabs_incidents.json,
EVODEFIBRIDG-2022-06-07,2022-06-07,EvoDeFi Bridge,BSC,66000000.0,0.0,True,True,True,Access Control / Key Compromise,EVM,Account,Delegated Body,180.0,720.0,0.0,Reactive (0%),"EvoDeFi bridge access control - $66M stolen through private key compromise, BSC cross-chain bridge security breach",,EvoDeFi BSC bridge compromised through access control vulnerability. $66M stolen through private key breach. Limited recovery.,,,,medium,rekt_database_raw.txt,
SCREAM-2022-05-15,2022-05-15,Scream,Fantom,35000000.0,0.0,True,True,True,Oracle / Price Manipulation,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Scream oracle exploit - $35M stolen through price oracle manipulation, Fantom DeFi lending protocol exploited via oracle vulnerability",,Scream Fantom DeFi lending protocol exploited through oracle manipulation. $35M stolen through price oracle vulnerability.,,,,high,rekt_database_raw.txt,
FEI-2022-04-30,2022-04-30,Fei / Rari,Ethereum,80000000.0,0.0,True,True,True,Logic Bug / Code Error,EVM,Module,Signer Set,120.0,1440.0,0.0,Reactive (0%),,Fei / Rari Fuse exploit (M). Team paused all DAI borrows to contain the re-entrancy drain.,,news_outlet,https://rekt.news/fei-rari-rekt/,rekt_news,,,False
SADDLEFINANC-2022-04-30,2022-04-30,Saddle Finance,Multi-chain,6200000.0,3800000.0,True,True,True,Logic Bug / Price Manipulation,EVM,Protocol,Signer Set,120.0,1440.0,0.0,Partial (1-99%),,Saddle Finance Meta-pool exploit (M). BlockSec rescued .8M. Admin paused the pools shortly after.,,news_outlet,https://rekt.news/saddle-finance-rekt2/,rekt_news,,,False
AKUTARNFT-2022-04-23,2022-04-23,Akutar NFT,Ethereum,34000000.0,0.0,True,True,True,Denial Of Service,EVM,Protocol,Governance,1440.0,2880.0,0.0,Reactive (0%),"Akutar NFT denial of service - $34M lost through smart contract vulnerability, NFT project affected by minting bug",,Akutar NFT project affected by denial of service vulnerability. $34M lost through smart contract minting bug. No recovery.,,,,medium,defihacklabs_incidents.json,
BEANSTALK-2022-04-17,2022-04-17,Beanstalk,Ethereum,182000000.0,0.0,True,True,True,Governance Attack / Flash Loan,EVM,Protocol,Signer Set,15.0,1440.0,5.0,Partial (1-99%),"Attacker used a flash loan to acquire massive voting power (LP tokens), passed an emergency BIP to drain the protocol's assets, and executed it immediately due to the lack of a governance delay.",,"Flash loan attack on governance system. Attacker borrowed massive BEAN tokens, passed governance proposal to drain treasury.",,https://rekt.news/beanstalk-rekt/,,high,rekt_news_extra.txt,
ELEPHANTMONE-2022-04-12,2022-04-12,Elephant Money,BSC,22200000.0,0.0,True,True,True,Logic Bug / Price Manipulation,EVM,Module,Signer Set,120.0,1440.0,0.0,Reactive (0%),,Elephant Money exploit (.2M). Team paused minting and redeeming of TRUNK to contain the drain.,,news_outlet,https://rekt.news/elephant-money-rekt/,rekt_news,,,False
RONINBRIDGE-2022-03-29,2022-03-29,Ronin Bridge,Ronin,625000000.0,150000000.0,True,True,True,Access Control / Key Compromise,App-Chain,Account,Signer Set,8640.0,8640.0,24.0,Partial (1-99%),Attacker compromised 5 of 9 bridge validator nodes (4 Sky Mavis + 1 Axie DAO) to authorize fraudulent withdrawals of 173.6k ETH and 25.5M USDC. The exploit went unnoticed for 6 days.,,"Sky Mavis validator nodes compromised via spear-phishing. Attacker gained 5/9 validator keys (4 Sky Mavis + 1 Axie DAO) by exploiting gas-free RPC access. 173,600 ETH + 25.5M USDC ($625M total) drained in two transactions. Discovered 6 days later (Mar 29). $150M recovered through Sky Mavis raising $150M to fully reimburse all affected users. Security upgrades: increased validators to 11+, targeting 21+, zero-trust model, $1M bug bounty.",,https://roninchain.com/blog/posts/back-to-building-ronin-security-breach-6513cc78a5edc1001b03c364,,high,rekt_database_raw.txt,
REVESTFINANC-2022-03-27,2022-03-27,Revest Finance,Ethereum,2000000.0,1150000.0,True,True,True,Reentrancy,EVM,Protocol,Signer Set,43.0,94.0,36.5,,"ERC-1155 reentrancy. Team soft-locked Polygon at 66m and paused tokens at 92m, saving $2M extra.",,,,https://revestfinance.medium.com/revest-protocol-exploit-recovery-plan-b06ca33fbdf5,,EVM,https://medium.com/@RevestFinance/3-27-22-revest-finance-exploit-post-mortem-70802c6104dd,
SABER-2022-03-23,2022-03-23,Saber,Solana,48000000.0,0.0,True,False,True,Unknown,Non-EVM,Protocol,Signer Set,90.0,120.0,0.0,Reactive (0%),Cashio response. Saber team frozen stablecoin pools in 120 mins.,,Cashio response. Saber team frozen stablecoin pools in 120 mins.,rekt_news,https://rekt.news/cashio-rekt/,,high,,True
CASHIO-2022-03-23,2022-03-23,Cashio,Solana,48000000.0,0.0,True,True,True,Logic Bug / Incomplete Validation,Non-EVM,Protocol,Signer Set,90.0,120.0,0.0,Reactive (0%),"Solana-based protocol failed to validate the .mint field for Saber LP tokens, allowing the attacker to provide fake collateral and infinite mint $CASH.",,Cashio Solana stablecoin exploited through mint vulnerability. $48M stolen through smart contract bug. No recovery possible. Team frozen pools via Signer Set.,,https://rekt.news/cashio-rekt/,,high,rekt_database_raw.txt,
IRAFINANCIAL-2022-02-08,2022-02-08,IRA Financial,CeFi,36000000.0,0.0,True,False,True,Access Control / Key Compromise,CeFi,Account,Delegated Body,240.0,720.0,0.0,Reactive (0%),"IRA Financial breach - $36M stolen through security compromise, crypto retirement platform affected by access control vulnerability",,IRA Financial crypto retirement platform compromised through security breach. $36M stolen through access control vulnerability.,,https://irafinancial.com/blog/security-incident,,medium,rekt_database_raw.txt,
SUPERFLUID-2022-02-08,2022-02-08,Superfluid,Multi-chain,13000000.0,0.0,True,True,True,Logic Bug / Attack,Other/Multi,Protocol,Signer Set,0.0,246.0,0.0,Reactive (0%),"Superfluid context forgery ($13M+ at risk). Team mobilized at 6:48 AM UTC, protocol frozen at 10:54 AM UTC (~4h).",Vulnerability in host contract. Team blocked agreement invocations.,"Superfluid context forgery ($13M+ at risk). Team mobilized at 6:48, deployed host upgrade to revert agreement calls at 10:54 (246 min).",official_postmortem,https://medium.com/superfluid-blog/08-02-22-exploit-post-mortem-15ff9c97cdd,official_postmortem,high,medium.com,True
WORMHOLE-2022-02-02,2022-02-02,Wormhole,Solana,326000000.0,326000000.0,True,True,True,Logic Bug / Signature Bypass,Non-EVM,Asset,Signer Set,0.0,60.0,100.0,Full (100%),"Attacker bypassed Solana VAA verification by providing a malicious instructions sysvar account, allowing the fraudulent minting of 120k whETH on Solana.",,"Portal bridge exploit; Jump Crypto immediately replenished all 120,000 ETH ($326M) to make users whole. One year later (Feb 21, 2023), Jump Crypto executed counter-exploit via Oasis Multisig to recover $218M collateral from attacker. Full user reimbursement achieved through immediate bailout.",,https://blockworks.co/news/jump-crypto-wormhole-hack-recovery,,high,rekt_database_raw.txt,
SOLFIRE-2022-01-23,2022-01-23,SolFire Finance,Solana,4800000.0,0.0,True,True,False,Insider Threat / Exit Scam,Non-EVM,Protocol,Governance,0.0,0.0,0.0,N/A (No Intervention),SolFire Finance rug pull (~$4.8M). No successful intervention reported.,news_outlet,,,,news_outlet,medium,trmlabs.com,True
CRYPTOCOM-2022-01-17,2022-01-17,Crypto.com,CeFi,34358003.0,0.0,True,False,True,Access Control / Key Compromise,CeFi,Account,Delegated Body,120.0,720.0,0.0,Reactive (0%),"Crypto.com access control breach - $34.4M stolen through private key compromise, centralized exchange affected by security vulnerability",,Crypto.com centralized exchange compromised through access control breach. $34.4M stolen through private key compromise. Limited recovery.,,https://rekt.news/cryptocom-rekt/,,high,rekt_database_raw.txt,
JETPROT-2021-12-21,2021-12-21,Jet Protocol,Solana,0.0,20000000.0,True,True,True,Logic Bug / Attack,Non-EVM,Module,Signer Set,120.0,240.0,100.0,Full (100%),,Jet Protocol array iteration bug (M at risk). Responsible disclosure. Team patched on mainnet within hours of discovery.,,official_postmortem,https://x.com/CharlieYouAI/status/1508842093514567687,official_postmortem,,,True
GRIMFINANCE-2021-12-19,2021-12-19,Grim Finance,Fantom,30000000.0,0.0,True,True,True,Logic Bug / Code Error,EVM,Protocol,Governance,30.0,720.0,0.0,Reactive (0%),"Fork of Beefy Finance; attacker exploited a missing reentrancy guard in the depositFor() function, using a malicious contract to loop multiple deposits within a single call and claim an outsized share of the vault.",,Grim Finance Fantom yield farming protocol exploited through reentrancy attack. $40M stolen through smart contract vulnerability.,,https://rekt.news/grim-finance-rekt/,,high,rekt_database_raw.txt,
BADGERDAO-2021-12-02,2021-12-02,Badger DAO,Ethereum,120000000.0,0.0,True,True,True,Frontend Attack / Malicious Approval,EVM,Protocol,Signer Set,0.0,120.0,0.0,Reactive (0%),Badger DAO front-end compromise via Cloudflare API. Protocol was paused to contain damage.,,Attacker compromised front-end via Cloudflare to inject malicious scripts harvesting user approvals. $120.3M stolen; protocol pause prevented further loss but no recovery achieved.,,https://www.theblock.co/post/126072/defi-protocol-badgerdao-exploited-for-120-million-in-front-end-attack,,high,manual_addition,
MONOX-2021-11-30,2021-11-30,MonoX,Ethereum,31400000.0,0.0,True,True,True,Logic Bug / Code Error,EVM,Protocol,Signer Set,120.0,390.0,0.0,Reactive (0%),"MonoX logic bug - $31.4M stolen through price manipulation, DeFi exchange protocol exploited via smart contract vulnerability",,MonoX DeFi exchange exploited through logic bug. $31.4M stolen through price manipulation vulnerability. No recovery possible.,,https://medium.com/monoswap/exploit-post-mortem-33921a779b43,,high,rekt_news_extra.txt,
BZX-2021-11-05,2021-11-05,bZx,Polygon,55000000.0,0.0,True,False,True,Phishing / Social Engineering,EVM,Account,Delegated Body,240.0,720.0,0.0,Reactive (0%),"bZx phishing attack - $55M stolen through private key compromise, DeFi lending protocol exploited through social engineering",,bZx DeFi lending protocol compromised through phishing attack. $55M stolen through private key breach. Limited recovery through investigation.,,,,high,rekt_news_extra.txt,
CREAMFINANCE-2021-10-27,2021-10-27,Cream Finance,Ethereum,136000000.0,9420000.0,True,True,True,Flash Loan / Economic Exploit,EVM,Protocol,Signer Set,0.0,15.0,0.0,Reactive (0%),"Cream Finance CREAM ETH Exchange (... +1 Flash Loan Attack $130,000,000 10.27.2021",,"Complex flash loan exploit targeting price calculation of wrappable tokens. Attacker used two addresses to manipulate yUSDVault share price via $500M deposits, borrowed against inflated collateral. Stole $136M, protocol paused v1 markets and disabled wrappable token supply/borrow. Yearn recovered $9.42M 'donated' to yUSD vault during attack. Third exploit for C.R.E.A.M. in 2021.",,https://www.merklescience.com/blog/hack-track-analysis-of-c-r-e-a-m-finance-hack,,medium,rekt_database_raw.txt,
ALPHAFINANCE-2021-10-23,2021-10-23,Alpha Finance L...,Ethereum,37500000.0,0.0,True,True,True,Logic Bug / Internal Debt Manipulation,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Attacker used a complex multi-transaction exploit to manipulate internal debt numbers in an unreleased sUSD pool, draining funds from the Iron Bank integration.",,Alpha Finance DeFi lending protocol exploited through internal debt manipulation. $37.5M stolen through logic bug. No recovery.,,https://rekt.news/alpha-finance-rekt/,,high,rekt_database_raw.txt,
VEEFINANCE-2021-09-21,2021-09-21,Vee Finance,Avalanche,36000000.0,0.0,True,True,True,Oracle Manipulation / Flash Loan,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Attacker used flash loans to manipulate the VEE/USDC price on Pangolin, tricking the protocol's lending pools into allowing unauthorized withdrawals.",,Vee Finance Avalanche DeFi protocol exploited through oracle manipulation. $36M stolen through price oracle vulnerability.,,https://rekt.news/veefinance-rekt/,,high,rekt_database_raw.txt,
POLYNETWORK-2021-08-10,2021-08-10,Poly Network,Multi-chain,611000000.0,610000000.0,True,True,True,Access Control / Key Compromise,EVM,Network,Delegated Body,0.0,1440.0,99.8,Full (100%),"Largest crypto hack to date; attacker exploited a vulnerability in the cross-chain manager to modify the pubKey of consensus nodes, allowing them to authorize massive transfers across 3 chains.",,Poly Network cross-chain bridge exploited through smart contract vulnerability. Whitehat hacker 'Mr. White Hat' returned nearly all funds (~$610M) voluntarily after team communication. Only ~$1M bounty paid. Near-total recovery achieved through whitehat cooperation.,,https://www.chainalysis.com/blog/poly-network-hack-august-2021/,,high,rekt_news_extra.txt,
PANCAKEBUNNY-2021-07-16,2021-07-16,PancakeBunny,BSC,45000000.0,0.0,True,True,True,Oracle / Price Manipulation,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Attacker used 8 flash loans to skew the BNB/BUSD and BNB/BUNNY pool prices, allowing them to claim a massive amount of BUNNY and swap it for BNB.",,PancakeBunny yield aggregator exploited through flash loan oracle manipulation. $45M stolen through price oracle vulnerability. No recovery possible.,,https://rekt.news/pancakebunny-rekt/,,high,rekt_news_extra.txt,
SPARTANPROTO-2021-05-02,2021-05-02,Spartan Protocol,BSC,30500000.0,0.0,True,True,True,Flash Loan / Liquidity Share Calculation,EVM,Protocol,Governance,60.0,720.0,0.0,Reactive (0%),"Attacker inflated the pool balance via flash loan before burning LP tokens. The calcLiquidityShare() function used the inflated current balance instead of a cached value, allowing excessive withdrawals.",,Spartan Protocol DeFi protocol exploited through flash loan attack. $30.5M stolen through liquidity share manipulation. No recovery.,,https://rekt.news/spartan-rekt/,,high,rekt_news_extra.txt,
URANIUMFINAN-2021-04-28,2021-04-28,Uranium Finance,BSC,57200000.0,0.0,True,True,True,Logic Bug / Code Error,EVM,Protocol,Governance,30.0,720.0,0.0,Reactive (0%),"A typo in the swap function (using 1000 vs 10000) broke the constant product formula check, allowing the attacker to swap 1 wei for 98% of the pool's reserves.",,Uranium Finance DeFi protocol exploited through math error vulnerability. $57.2M stolen through logic bug. No recovery possible.,,https://rekt.news/uranium-rekt/,,high,rekt_news_extra.txt,
